itemname|geo_id|state|county|bid|dollars_per_mile|net_dollars_per_mile|road_miles|total_bid_amount
B020500001002032|6568|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.02|537.32
B020500001002040|6572|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.25|6716.50
B020500001002041|6573|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.16|4298.56
B020500001002042|6574|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.02|537.32
B020500001002044|6575|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.04|1074.64
B020500001002045|305|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.02|537.32
B020500001002050|306|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.03|805.98
B020500001002063|6569|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.42|11283.72
B020500001002086|6570|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.01|268.66
B020500001002088|6571|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.01|268.66
B020500001002089|110|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.02|537.32
B020500001002090|112|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.02|537.32
B020500001002097|6577|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.1|2686.60
B020500001002098|6578|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500001002099|6579|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.01|268.66
B020500001002123|6580|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.01|268.66
B020500001002143|6581|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.01|268.66
B020500001002146|6582|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.04|1074.64
B020500001003039|6583|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|1.16|31164.56
B020500001003080|6586|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|1.38|37075.08
B020500001003081|6587|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.14|3761.24
B020500001003082|6588|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.17|4567.22
B020500001003083|6589|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.27|7253.82
B020500001003084|6590|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.08|2149.28
B020500001003085|6591|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500001003086|6592|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500001003087|6593|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.06|1611.96
B020500001003088|6594|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.07|1880.62
B020500001003089|6595|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500001003090|6596|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.08|2149.28
B020500001003091|6597|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.28|7522.48
B020500001003092|6598|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.19|5104.54
B020500001003093|6599|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.07|1880.62
B020500001003094|6600|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.04|1074.64
B020500001003095|6601|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.25|6716.50
B020500001003096|113|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.06|1611.96
B020500001003097|127|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.08|2149.28
B020500001003098|129|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.04|1074.64
B020500001003099|131|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.07|1880.62
B020500001003101|138|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.1|2686.60
B020500001003102|168|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.14|3761.24
B020500001003103|169|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.06|1611.96
B020500001003104|171|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.12|3223.92
B020500001003105|179|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.08|2149.28
B020500001003106|180|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.12|3223.92
B020500001003107|181|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.07|1880.62
B020500001003108|183|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.08|2149.28
B020500001003111|184|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.05|1343.30
B020500001003112|185|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.06|1611.96
B020500001003115|186|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500001003129|3957|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|2.03|54537.98
B020500001003130|3970|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.05|1343.30
B020500001003154|9735|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.68|18268.88
B020500001003156|9743|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.45|12089.70
B020500001003157|6603|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|1.69|45403.54
B020500001003158|6604|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|2.55|68508.30
B020500001003159|6605|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.46|12358.36
B020500001003160|6606|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.08|2149.28
B020500001003161|3977|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.26|6985.16
B020500001003164|6608|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|1.3|34925.80
B020500001003169|6609|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.12|3223.92
B020500001003170|6610|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.37|9940.42
B020500001003195|6611|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.32|8597.12
B020500001003196|6612|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.15|4029.90
B020500001003197|6613|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|1.35|36269.10
B020500001003198|6614|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.17|4567.22
B020500001003199|3986|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.2|5373.20
B020500001003200|3987|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.13|3492.58
B020500001003201|4006|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.29|7791.14
B020500001003202|4009|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.17|4567.22
B020500001003203|4020|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.07|1880.62
B020500001003205|4021|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.15|4029.90
B020500001003229|6615|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|3.56|95642.96
B020500001003235|6616|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.11|2955.26
B020500001003236|6617|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.22|5910.52
B020500001003237|6618|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.37|9940.42
B020500001003239|4025|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.05|1343.30
B020500001003244|4026|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500001003246|4038|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.19|5104.54
B020500001003247|4039|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.2|5373.20
B020500001003248|4043|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.17|4567.22
B020500001003249|4044|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.19|5104.54
B020500001003250|4049|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.11|2955.26
B020500001003251|4058|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.11|2955.26
B020500001003252|4062|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.26|6985.16
B020500001003253|4079|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.17|4567.22
B020500001003254|4080|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500001003255|4096|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.1|2686.60
B020500001003256|4217|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.42|11283.72
B020500001003257|4221|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.15|4029.90
B020500001003259|4233|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.15|4029.90
B020500001003260|4252|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.12|3223.92
B020500001003261|4265|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.15|4029.90
B020500001003262|4266|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500001003280|4267|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.11|2955.26
B020500001003281|4270|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.13|3492.58
B020500001003282|4278|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500001003283|4279|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.13|3492.58
B020500001003284|4299|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.1|2686.60
B020500001003285|4300|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.17|4567.22
B020500001003286|4301|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500001003287|4309|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.15|4029.90
B020500001003288|4310|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500001003289|4311|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.14|3761.24
B020500001003290|4330|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.12|3223.92
B020500001003291|4333|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.15|4029.90
B020500001003292|4350|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.16|4298.56
B020500001003293|4438|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500001003294|4439|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.08|2149.28
B020500001004008|6619|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|1.43|38418.38
B020500001004052|6620|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|2.59|69582.94
B020500001004054|6622|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.25|6716.50
B020500001004055|6623|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.07|1880.62
B020500001004056|6624|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.63|16925.58
B020500001004057|4503|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.64|17194.24
B020500001004059|4512|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.21|5641.86
B020500001004060|4559|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.17|4567.22
B020500001004069|4560|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.25|6716.50
B020500001004070|4561|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.17|4567.22
B020500001004115|4807|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.19|5104.54
B020500001004123|6625|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.14|3761.24
B020500001004124|6626|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.05|1343.30
B020500001004125|6627|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.08|2149.28
B020500001004128|6628|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|1.19|31970.54
B020500001004129|6629|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500001004132|6630|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.01|268.66
B020500001004136|6631|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.02|537.32
B020500001004137|6632|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.03|805.98
B020500001004156|4828|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500002001002|6677|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|8.9|239107.40
B020500002001003|6678|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|4.45|119553.70
B020500002001004|6680|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|3.77|101284.82
B020500002001006|3127|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.3|8059.80
B020500002001007|3128|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.34|9134.44
B020500002001008|3133|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.2|5373.20
B020500002001009|3183|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.26|6985.16
B020500002001010|3185|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.19|5104.54
B020500002001011|3186|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.24|6447.84
B020500002001012|3193|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.42|11283.72
B020500002001013|3255|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.14|3761.24
B020500002001014|3323|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.25|6716.50
B020500002001015|3367|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.29|7791.14
B020500002001016|3384|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.28|7522.48
B020500002001017|3385|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.25|6716.50
B020500002001018|3449|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.72|19343.52
B020500002001019|3461|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.28|7522.48
B020500002001020|3479|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.12|3223.92
B020500002001021|6670|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.95|25522.70
B020500002001022|6671|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.23|6179.18
B020500002001023|6672|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.35|9403.10
B020500002001024|6679|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.24|6447.84
B020500002001025|3950|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.39|10477.74
B020500002001026|4115|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.34|9134.44
B020500002001027|6682|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.3|8059.80
B020500002001028|6683|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.05|1343.30
B020500002001029|6684|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.14|3761.24
B020500002001030|6685|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.15|4029.90
B020500002001031|6686|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.15|4029.90
B020500002001032|6687|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.06|1611.96
B020500002001033|6688|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.23|6179.18
B020500002001034|6689|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.3|8059.80
B020500002001035|6690|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.22|5910.52
B020500002001036|6691|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.14|3761.24
B020500002001037|6692|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.32|8597.12
B020500002001038|6693|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.23|6179.18
B020500002001039|6694|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.18|4835.88
B020500002001041|6695|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.62|16656.92
B020500002001043|6696|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.23|6179.18
B020500002001044|6697|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.29|7791.14
B020500002001045|6698|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.05|1343.30
B020500002001046|6699|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.3|8059.80
B020500002001047|6700|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.05|1343.30
B020500002001048|6701|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.63|16925.58
B020500002002000|6702|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.3|8059.80
B020500002002001|4440|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.32|8597.12
B020500002002002|4588|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.3|8059.80
B020500002002003|3504|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.26|6985.16
B020500002002004|6704|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|3.42|91881.72
B020500002002005|6705|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.17|4567.22
B020500002002006|6706|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.1|2686.60
B020500002002007|6707|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.4|10746.40
B020500002002008|3522|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.26|6985.16
B020500002002009|3583|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.32|8597.12
B020500002002011|3649|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.62|16656.92
B020500002002013|6710|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.08|2149.28
B020500002002014|6711|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.08|2149.28
B020500002002015|6712|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.16|4298.56
B020500002002016|6713|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.13|3492.58
B020500002002017|6714|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500002002018|6715|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500002002019|6716|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.09|2417.94
B020500002002020|3677|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.32|8597.12
B020500002002021|3772|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.27|7253.82
B020500002002022|6717|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|1.01|27134.66
B020500002003000|6718|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.24|6447.84
B020500002003001|6719|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.27|7253.82
B020500002003002|6720|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.31|8328.46
B020500002003003|6721|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.31|8328.46
B020500002003004|6722|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.73|19612.18
B020500002003005|6723|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.36|9671.76
B020500002003006|6725|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|1.83|49164.78
B020500002003007|6726|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.22|5910.52
B020500002003008|6727|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.15|4029.90
B020500002003009|6728|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.37|9940.42
B020500002003010|6729|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.05|1343.30
B020500002004014|6730|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|2.16|58030.56
B020500002004016|6731|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.47|12627.02
B020500002004023|3776|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.15|4029.90
B020500002004024|6733|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.57|15313.62
B020500002004025|6734|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.58|15582.28
B020500002004026|6735|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.23|6179.18
B020500002004027|6736|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.28|7522.48
B020500002004028|6737|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.21|5641.86
B020500002004029|6738|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.21|5641.86
B020500002004030|6739|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.25|6716.50
B020500002004039|3809|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.1|2686.60
B020500002004040|4808|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.47|12627.02
B020500002004041|4829|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.16|4298.56
B020500003001003|5736|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|2.27|60985.82
B020500003001039|5764|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.18|4835.88
B020500003001050|6740|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|5.38|144539.08
B020500003001055|6741|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.95|25522.70
B020500003001061|6742|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|1.77|47552.82
B020500003001062|6743|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.61|16388.26
B020500003001099|6744|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|1.06|28477.96
B020500003001100|6745|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|2.21|59373.86
B020500003001101|6746|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.41|11015.06
B020500003001102|6747|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.32|8597.12
B020500003001103|6748|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.04|1074.64
B020500003001104|6749|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.38|10209.08
B020500003001105|6750|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.36|9671.76
B020500003001106|6751|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.2|5373.20
B020500003001107|6752|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.31|8328.46
B020500003001108|6753|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.21|5641.86
B020500003001109|6754|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.32|8597.12
B020500003001110|6755|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.12|3223.92
B020500003001111|5830|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.26|6985.16
B020500003001112|5862|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.04|1074.64
B020500003001113|5966|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.45|12089.70
B020500003001118|6757|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|1.13|30358.58
B020500003001119|6758|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|1.3|34925.80
B020500003001120|6759|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.64|17194.24
B020500003001121|6760|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.48|12895.68
B020500003001122|6761|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.15|4029.90
B020500003001123|6762|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.29|7791.14
B020500003001124|6763|AK|Bethel Census Area|GCI Communication Corp.|26866|26866|0.23|6179.18
